"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1361813","08/12/2015 09:24:44 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7636391472187,-73.9755898698528,2015,8
"1361904","08/12/2015 09:10:12 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7477166415446,-74.0042586614721,2015,8
"1362060","08/12/2015 08:42:53 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.753771147221,-73.9894209565232,2015,8
"1362287","08/12/2015 07:44:51 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310281733454,-73.989752907101,2015,8
"1362295","08/12/2015 07:42:26 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8050023912795,-73.938882565681,2015,8
"1362368","08/12/2015 07:21:01 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7946510492378,-73.9717827284026,2015,8
"1362450","08/12/2015 06:39:06 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10028","MANHATTAN",40.7786329012797,-73.9625460959688,2015,8
"1363078","08/11/2015 10:58:22 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7295821059795,-74.0029297390336,2015,8
"1363079","08/11/2015 10:58:16 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7647884546734,-73.9723188245142,2015,8
"1363084","08/11/2015 10:55:49 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.764596652421,-73.9737267847317,2015,8
"1363096","08/11/2015 10:51:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7643503631285,-73.9771888111097,2015,8
"1363118","08/11/2015 10:46:05 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7660830503834,-73.981390293157,2015,8
"1363150","08/11/2015 10:39:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7647961989014,-73.9842930611393,2015,8
"1363250","08/11/2015 10:10:45 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1363276","08/11/2015 10:06:12 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7787940406398,-73.9820547238863,2015,8
"1363386","08/11/2015 09:21:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7466077616932,-73.9957053196612,2015,8
"1363388","08/11/2015 09:19:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8094851161195,-73.9400055135645,2015,8
"1363651","08/11/2015 08:10:06 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10002","MANHATTAN",40.7199332940313,-73.9846210967798,2015,8
"1363753","08/11/2015 07:35:22 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10037","MANHATTAN",40.8136604512929,-73.9411939116354,2015,8
"1364068","08/11/2015 06:21:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.742551634964,-73.9774308437401,2015,8
"1364175","08/11/2015 06:00:00 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10012","MANHATTAN",40.7284127338502,-73.9942524724312,2015,8
"1364180","08/11/2015 05:58:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7433395603923,-73.9783796907409,2015,8
"1364207","08/11/2015 05:51:37 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180102410185,-74.000927108625,2015,8
"1364251","08/11/2015 05:40:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7441018030988,-73.9956441309322,2015,8
"1364288","08/11/2015 05:32:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10075","MANHATTAN",40.7724426016716,-73.9526029928055,2015,8
"1364428","08/11/2015 05:03:40 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7453821606202,-73.9812697638019,2015,8
"1365044","08/11/2015 03:21:56 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7797684049051,-73.981946138122,2015,8
"1365227","08/11/2015 02:54:07 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7671432040965,-73.986260005535,2015,8
"1365919","08/11/2015 01:17:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7467327800722,-73.9825613996063,2015,8
"1366134","08/11/2015 12:49:49 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10012","MANHATTAN",40.7254730394204,-73.9931523376506,2015,8
"1366535","08/11/2015 11:55:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7300064033925,-73.983536349253,2015,8
"1366699","08/11/2015 11:30:28 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7636391472187,-73.9755898698528,2015,8
"1367150","08/11/2015 10:36:06 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1367187","08/11/2015 10:31:27 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10007","MANHATTAN",40.712981611509,-74.0073008805163,2015,8
"1367493","08/11/2015 09:52:10 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7375223864307,-73.9912782966524,2015,8
"1367947","08/11/2015 08:43:59 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7723438252224,-73.9526861016243,2015,8
"1368021","08/11/2015 08:31:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7602153604679,-73.9853337385512,2015,8
"1368034","08/11/2015 08:28:46 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10024","MANHATTAN",40.781606956959,-73.9794360834833,2015,8
"1368111","08/11/2015 08:10:20 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7341299639642,-73.9925993782227,2015,8
"1368292","08/11/2015 07:06:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8056335415349,-73.9386255216279,2015,8
"1368352","08/11/2015 06:25:18 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7497941799773,-73.9914860205715,2015,8
"1368436","08/11/2015 03:39:48 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7511221125835,-73.9712633927012,2015,8
"1368438","08/11/2015 03:29:57 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7270727878082,-73.9877799846189,2015,8
"1368531","08/11/2015 01:13:54 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7942845750422,-73.9511103140793,2015,8
"1368595","08/11/2015 12:35:10 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7718630294776,-73.95156362615,2015,8
"1368596","08/11/2015 12:34:59 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7552391056476,-73.9850785637601,2015,8
"1368846","08/10/2015 11:27:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7656988739333,-73.9819391219706,2015,8
"1368981","08/10/2015 10:43:41 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1369355","08/10/2015 08:47:04 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7514415977852,-73.9760491032961,2015,8
"1369451","08/10/2015 08:25:03 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180102410185,-74.000927108625,2015,8
"1369546","08/10/2015 07:58:33 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8114422742261,-73.952101983079,2015,8
"1369701","08/10/2015 07:19:03 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7447054150017,-73.99147584427,2015,8
"1369705","08/10/2015 07:17:16 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.749695496216,-73.993427751775,2015,8
"1369706","08/10/2015 07:17:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10028","MANHATTAN",40.7792834865262,-73.9550967600943,2015,8
"1369709","08/10/2015 07:16:39 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7329024735239,-73.9862309836397,2015,8
"1369910","08/10/2015 06:35:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7291177415712,-73.9888692340407,2015,8
"1370085","08/10/2015 06:07:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7461465762582,-73.9941679366502,2015,8
"1370156","08/10/2015 05:52:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10012","MANHATTAN",40.7254730394204,-73.9931523376506,2015,8
"1370235","08/10/2015 05:34:38 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1370277","08/10/2015 05:29:08 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10013","MANHATTAN",40.7181117926611,-74.0013744316123,2015,8
"1370343","08/10/2015 05:17:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7643503631285,-73.9771888111097,2015,8
"1370380","08/10/2015 05:10:07 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","","MANHATTAN",NA,NA,2015,8
"1370689","08/10/2015 04:24:14 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7946510492378,-73.9717827284026,2015,8
"1370714","08/10/2015 04:19:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.735030458242,-74.0022876926432,2015,8
"1371386","08/10/2015 02:42:18 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7962162563256,-73.9496967344088,2015,8
"1371896","08/10/2015 01:35:40 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7247285554406,-73.9859404414363,2015,8
"1372409","08/10/2015 12:36:06 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7497941799773,-73.9914860205715,2015,8
"1373162","08/10/2015 11:16:55 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1373201","08/10/2015 11:12:32 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7425336123152,-73.9846664025526,2015,8
"1373720","08/10/2015 10:13:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10027","MANHATTAN",40.8079050725981,-73.9417950260633,2015,8
"1373802","08/10/2015 10:06:15 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10026","MANHATTAN",40.8006717039248,-73.9584811365075,2015,8
"1373855","08/10/2015 09:58:43 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7287333895546,-73.9880105925556,2015,8
"1373865","08/10/2015 09:56:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7949723674338,-73.9725482508091,2015,8
"1374289","08/10/2015 08:51:37 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7373607329108,-73.9968389765886,2015,8
"1374325","08/10/2015 08:44:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10065","MANHATTAN",40.7641020015055,-73.9617853536872,2015,8
"1374426","08/10/2015 08:12:56 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7484134869046,-73.9904070842243,2015,8
"1374707","08/10/2015 06:14:28 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7496540323642,-73.9894829657137,2015,8
"1374712","08/10/2015 06:09:11 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8032239529484,-73.9445984546022,2015,8
"1375171","08/09/2015 11:42:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10006","MANHATTAN",40.7075134485837,-74.013799840695,2015,8
"1375218","08/09/2015 11:16:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10006","MANHATTAN",40.7077469830701,-74.0117295449842,2015,8
"1375381","08/09/2015 10:28:45 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8038779250144,-73.9461330446697,2015,8
"1375518","08/09/2015 09:53:07 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1375542","08/09/2015 09:44:37 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10024","MANHATTAN",40.7825729803786,-73.978756931323,2015,8
